pathway_id	pathway_name	genes
196849	Metabolism of water-soluble vitamins and cofactors	AASDHPPT,ABCC1,ABCD4,ACACA,ACACB,ACP5,ALDH1L1,ALDH1L2,AMN,AOX1,BST1,BTD,CBLIF,CD320,CD38,COASY,CTRB1,CTRB2,CUBN,CYB5A,CYB5R3,CYP8B1,DCAKD,DHFR,DHFR2,ENPP1,ENPP2,ENPP3,FASN,FLAD1,FOLR2,FPGS,GPHN,GSTO1,GSTO2,HLCS,LDLRAP1,LMBRD1,LRP2,MCCC1,MCCC2,MMAA,MMAB,MMACHC,MMADHC,MMUT,MOCOS,MOCS1,MOCS2,MOCS3,MTHFD1,MTHFD1L,MTHFD2,MTHFD2L,MTHFR,MTHFS,MTR,MTRR,NADK,NADK2,NADSYN1,NAMPT,NAPRT,NAXD,NAXE,NFS1,NMNAT1,NMNAT2,NMNAT3,NMRK1,NMRK2,NNMT,NT5E,NUDT12,NUDT8,PANK1,PANK2,PANK3,PANK4,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PC,PCCA,PCCB,PDXK,PDZD11,PNPO,PPCDC,PPCS,PRSS1,PRSS3,PTGIS,PTGS2,QPRT,RFK,RNLS,SHMT1,SHMT2,SLC19A1,SLC19A2,SLC19A3,SLC22A13,SLC23A1,SLC23A2,SLC25A16,SLC25A19,SLC25A32,SLC25A42,SLC2A1,SLC2A3,SLC46A1,SLC52A1,SLC52A2,SLC52A3,SLC5A6,SLC5A8,TCN1,TCN2,THTPA,TPK1,VNN1,VNN2
9860276	SLC15A4:TASL-dependent IRF5 activation	CHUK,IKBKB,IKBKG,IRF5,SLC15A4,TASL
453279	Mitotic G1 phase and G1/S transition	ABL1,ADRM1,AKT1,AKT2,AKT3,CABLES1,CCNA1,CCNA2,CCNB1,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNH,CDC25A,CDC45,CDC6,CDC7,CDK1,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN1C,CDKN2A,CDKN2B,CDKN2C,CDKN2D,CDT1,CKS1B,CUL1,DBF4,DHFR,DYRK1A,E2F1,E2F2,E2F3,E2F4,E2F5,E2F6,FBXO5,GMNN,HDAC1,JAK2,LIN37,LIN52,LIN54,LIN9,LYN,MAX,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MNAT1,MYBL2,MYC,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PCNA,POLA1,POLA2,POLE,POLE2,POLE3,POLE4,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R3B,PRIM1,PRIM2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTK6,RB1,RBBP4,RBL1,RBL2,RPA1,RPA2,RPA3,RPA4,RPS27A,RRM2,SEM1,SKP1,SKP2,SRC,TFDP1,TFDP2,TK1,TOP2A,TYMS,UBA52,UBB,UBC,WEE1
8878166	Transcriptional regulation by RUNX2	ABL1,ADRM1,AKT1,AKT2,AKT3,AR,BAX,BGLAP,BMP2,CBFB,CCNB1,CCND1,CDK1,CDK4,CDKN1A,COL1A1,CUL1,DLX5,DLX6,ESR1,ESRRA,GLI2,GLI3,GSK3B,HAND2,HDAC3,HDAC4,HDAC6,HES1,HEY1,HEY2,HIVEP3,IHH,ITGA5,ITGBL1,LGALS3,MAF,MAPK1,MAPK3,MMP13,MSX2,NKX3-2,NR3C1,PPARGC1A,PPARGC1B,PPM1D,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RB1,RBM14,RBX1,RPS27A,RUNX1,RUNX2,SATB2,SEM1,SKP1,SKP2,SMAD1,SMAD4,SMAD6,SMURF1,SOX9,SP7,SRC,STAT1,STUB1,TWIST1,TWIST2,UBA52,UBB,UBC,UCMA,WWP1,WWTR1,YAP1,YES1,ZNF521
400508	Incretin synthesis, secretion, and inactivation	CDX2,CTNNB1,DPP4,FFAR1,FFAR4,GATA4,GCG,GIP,GNAT3,GNB1,GNB3,GNG13,GPR119,GRP,ISL1,LEP,PAX6,PCSK1,SEC11A,SEC11C,SPCS1,SPCS2,SPCS3,TCF7L2
9752946	Expression and translocation of olfactory receptors	EBF1,LDB1,LHX2,OR10A2,OR10A3,OR10A4,OR10A5,OR10A6,OR10A7,OR10AC1,OR10AD1,OR10AG1,OR10C1,OR10D3,OR10G2,OR10G3,OR10G4,OR10G6,OR10G7,OR10G8,OR10G9,OR10H1,OR10H2,OR10H3,OR10H4,OR10H5,OR10J1,OR10J3,OR10J4,OR10J5,OR10K1,OR10K2,OR10P1,OR10Q1,OR10R2,OR10S1,OR10T2,OR10V1,OR10W1,OR10X1,OR10Z1,OR11A1,OR11G2,OR11H1,OR11H2,OR11H4,OR11H6,OR11H7,OR11L1,OR12D2,OR12D3,OR13A1,OR13C2,OR13C3,OR13C4,OR13C5,OR13C8,OR13C9,OR13D1,OR13F1,OR13G1,OR13H1,OR13J1,OR14A16,OR14A2,OR14C36,OR14I1,OR14J1,OR14K1,OR1A1,OR1A2,OR1B1,OR1C1,OR1D2,OR1D4,OR1D5,OR1E1,OR1E2,OR1E3,OR1F1,OR1F12,OR1G1,OR1I1,OR1J1,OR1J2,OR1J4,OR1K1,OR1L1,OR1L3,OR1L4,OR1L6,OR1L8,OR1M1,OR1N1,OR1N2,OR1P1,OR1Q1,OR1S1,OR1S2,OR2A1,OR2A12,OR2A14,OR2A2,OR2A25,OR2A4,OR2A5,OR2A7,OR2AE1,OR2AG1,OR2AG2,OR2AJ1,OR2AK2,OR2AP1,OR2AT4,OR2B11,OR2B2,OR2B3,OR2B6,OR2C1,OR2C3,OR2D2,OR2D3,OR2F1,OR2F2,OR2G2,OR2G3,OR2G6,OR2H1,OR2H2,OR2I1P,OR2J1,OR2J2,OR2J3,OR2K2,OR2L13,OR2L2,OR2L3,OR2L5,OR2L8,OR2M2,OR2M3,OR2M4,OR2M5,OR2M7,OR2S2,OR2T1,OR2T10,OR2T11,OR2T12,OR2T2,OR2T27,OR2T29,OR2T3,OR2T33,OR2T34,OR2T35,OR2T4,OR2T5,OR2T6,OR2T7,OR2T8,OR2V1,OR2V2,OR2W1,OR2W3,OR2W5,OR2Y1,OR2Z1,OR3A1,OR3A2,OR3A3,OR4A15,OR4A16,OR4A47,OR4A4P,OR4A5,OR4A8,OR4B1,OR4C11,OR4C12,OR4C13,OR4C15,OR4C16,OR4C3,OR4C45,OR4C46,OR4C5,OR4C6,OR4D1,OR4D10,OR4D11,OR4D2,OR4D5,OR4D6,OR4D9,OR4E1,OR4E2,OR4F15,OR4F17,OR4F21,OR4F3,OR4F4,OR4F5,OR4F6,OR4K1,OR4K13,OR4K14,OR4K15,OR4K17,OR4K2,OR4K3,OR4K5,OR4L1,OR4M1,OR4M2,OR4N2,OR4N4,OR4N5,OR4P4,OR4Q2,OR4Q3,OR4S1,OR4S2,OR4X1,OR4X2,OR51A2,OR51A4,OR51A7,OR51B2,OR51B4,OR51B5,OR51B6,OR51D1,OR51E1,OR51E2,OR51F1,OR51F2,OR51G1,OR51G2,OR51H1,OR51I1,OR51I2,OR51J1,OR51L1,OR51M1,OR51Q1,OR51S1,OR51T1,OR51V1,OR52A1,OR52A4P,OR52A5,OR52B2,OR52B6,OR52D1,OR52E1,OR52E2,OR52E4,OR52E5,OR52E6,OR52E8,OR52H1,OR52I1,OR52I2,OR52J3,OR52K1,OR52K2,OR52L1,OR52L2P,OR52M1,OR52N1,OR52N2,OR52N4,OR52N5,OR52R1,OR52W1,OR52Z1,OR56A1,OR56A3,OR56A4,OR56A5,OR56B1,OR56B4,OR5A1,OR5A2,OR5AC1,OR5AC2,OR5AK2,OR5AL1,OR5AN1,OR5AP2,OR5AR1,OR5AS1,OR5AU1,OR5B12,OR5B17,OR5B2,OR5B21,OR5B3,OR5C1,OR5D13,OR5D14,OR5D16,OR5D18,OR5F1,OR5G3,OR5H1,OR5H14,OR5H15,OR5H2,OR5H6,OR5I1,OR5J2,OR5K1,OR5K2,OR5K3,OR5K4,OR5L1,OR5L2,OR5M1,OR5M10,OR5M11,OR5M3,OR5M8,OR5M9,OR5P2,OR5P3,OR5R1,OR5T1,OR5T2,OR5T3,OR5V1,OR5W2,OR6A2,OR6B1,OR6B2,OR6B3,OR6C1,OR6C2,OR6C3,OR6C4,OR6C6,OR6C65,OR6C68,OR6C70,OR6C74,OR6C75,OR6C76,OR6F1,OR6J1,OR6K2,OR6K3,OR6K6,OR6M1,OR6N1,OR6N2,OR6P1,OR6Q1,OR6S1,OR6T1,OR6V1,OR6X1,OR6Y1,OR7A10,OR7A17,OR7A2P,OR7A5,OR7C1,OR7C2,OR7D2,OR7D4,OR7E24,OR7G1,OR7G2,OR7G3,OR8A1,OR8B12,OR8B2,OR8B3,OR8B4,OR8B8,OR8D1,OR8D2,OR8D4,OR8G1,OR8G2,OR8G5,OR8H1,OR8H2,OR8H3,OR8I2,OR8J1,OR8J2,OR8J3,OR8K1,OR8K3,OR8K5,OR8S1,OR8U1,OR8U3,OR8U8,OR8U9,OR9A2,OR9A4,OR9G1,OR9G4,OR9G9,OR9I1,OR9K2,OR9Q1,OR9Q2,REEP1,RTP1,RTP2
69620	Cell Cycle Checkpoints	ADRM1,AHCTF1,ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,APITD1,ATM,ATR,ATRIP,AURKB,B9D2,BABAM1,BARD1,BIRC5,BLM,BRCA1,BRCC3,BRE,BRIP1,BUB1,BUB1B,BUB3,CCNA1,CCNA2,CCNB1,CCNB2,CCNE1,CCNE2,CDC16,CDC20,CDC23,CDC25A,CDC25C,CDC26,CDC27,CDC45,CDC6,CDC7,CDCA8,CDK1,CDK2,CDKN1A,CDKN1B,CDKN2A,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPT,CENPU,CHEK1,CHEK2,CKAP5,CLASP1,CLASP2,CLIP1,CLSPN,DBF4,DNA2,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,EXO1,FAM175A,GTSE1,H2AFX,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-4,H4C1,HERC2,HUS1,INCENP,ITGB3BP,KAT5,KIF18A,KIF2A,KIF2B,KIF2C,KNL1,KNTC1,MAD1L1,MAD2L1,MAPRE1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,MDC1,MDM2,MDM4,MIS12,MRE11,NBN,NDC80,NDE1,NDEL1,NSD2,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PAFAH1B1,PCBP4,PHF20,PIAS4,PKMYT1,PLK1,PMF1,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RAD1,RAD17,RAD50,RAD9A,RAD9B,RANBP2,RANGAP1,RBBP8,RCC2,RFC2,RFC3,RFC4,RFC5,RFWD2,RHNO1,RMI1,RMI2,RNF168,RNF8,RPA1,RPA2,RPA3,RPS27,RPS27A,SEC13,SEH1L,SEM1,SFN,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,TAOK1,TOP3A,TOPBP1,TP53,TP53BP1,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBE2N,UBE2S,UBE2V2,UIMC1,WEE1,WRN,XPO1,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZNF385A,ZW10,ZWILCH,ZWINT
5223345	Miscellaneous transport and binding events	ADD1,ADD2,ADD3,ANKH,AZGP1,CTNS,DMTN,LRRC8A,LRRC8B,LRRC8C,LRRC8D,LRRC8E,MAGT1,MMGT1,MRS2,NIPA1,NIPA2,NIPAL1,NIPAL2,NIPAL3,NIPAL4,PIP,SLC66A1,TUSC3
373076	Class A/1 (Rhodopsin-like receptors)	ACKR1,ACKR2,ACKR3,ACKR4,ADORA1,ADORA2A,ADORA2B,ADORA3,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,AGT,AGTR1,AGTR2,ANXA1,APLN,APLNR,APP,AVP,AVPR1A,AVPR1B,AVPR2,BDKRB1,BDKRB2,BRS3,C3,C3AR1,C5,C5AR1,C5AR2,CCK,CCKAR,CCKBR,CCL1,CCL11,CCL13,CCL16,CCL17,CCL19,CCL2,CCL20,CCL21,CCL22,CCL23,CCL25,CCL27,CCL28,CCL3,CCL3L1,CCL4,CCL5,CCL7,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CCRL2,CGA,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CMKLR1,CNR1,CNR2,CORT,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,CYSLTR1,CYSLTR2,DRD1,DRD2,DRD3,DRD4,DRD5,ECE1,ECE2,EDN1,EDN2,EDN3,EDNRA,EDNRB,F2,F2R,F2RL1,F2RL2,F2RL3,FFAR1,FFAR2,FFAR3,FFAR4,FPR1,FPR2,FPR3,FSHB,FSHR,GAL,GALR1,GALR2,GALR3,GHRL,GHSR,GNRH1,GNRH2,GNRHR,GNRHR2,GPBAR1,GPER1,GPHA2,GPHB5,GPR132,GPR143,GPR17,GPR18,GPR183,GPR31,GPR35,GPR37,GPR37L1,GPR39,GPR4,GPR55,GPR65,GPR68,GRP,GRPR,HCAR1,HCAR2,HCAR3,HCRT,HCRTR1,HCRTR2,HEBP1,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,INSL3,INSL5,KEL,KISS1,KISS1R,KNG1,LHB,LHCGR,LPAR1,LPAR2,LPAR3,LPAR4,LPAR5,LPAR6,LTB4R,LTB4R2,MC1R,MC2R,MC3R,MC4R,MC5R,MCHR1,MCHR2,MLN,MLNR,MT-RNR2,MTNR1A,MTNR1B,NLN,NMB,NMBR,NMS,NMU,NMUR1,NMUR2,NPB,NPBWR1,NPBWR2,NPFF,NPFFR1,NPFFR2,NPS,NPSR1,NPW,NPY,NPY1R,NPY2R,NPY4R,NPY5R,NTS,NTSR1,NTSR2,OPN1LW,OPN1MW,OPN1SW,OPN3,OPN4,OPN5,OPRD1,OPRK1,OPRL1,OPRM1,OXER1,OXGR1,OXT,OXTR,P2RY1,P2RY10,P2RY11,P2RY12,P2RY13,P2RY14,P2RY2,P2RY4,P2RY6,PDYN,PENK,PF4,PLPPR1,PLPPR2,PLPPR3,PLPPR4,PLPPR5,PMCH,PNOC,POMC,PPBP,PPY,PRLH,PRLHR,PROK1,PROK2,PROKR1,PROKR2,PSAP,PTAFR,PTGDR,PTGDR2,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,PYY,QRFP,QRFPR,RGR,RHO,RLN2,RLN3,RRH,RXFP1,RXFP2,RXFP3,RXFP4,S1PR1,S1PR2,S1PR3,S1PR4,S1PR5,SAA1,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5,SUCNR1,TAAR1,TAAR2,TAAR3,TAAR5,TAAR6,TAAR8,TAAR9,TAC1,TAC3,TACR1,TACR2,TACR3,TBXA2R,TRH,TRHR,TSHB,TSHR,UTS2,UTS2B,UTS2R,XCL1,XCL2,XCR1,XK
8878171	Transcriptional regulation by RUNX1	ABL1,ACTL6A,ACTL6B,ADRM1,AGO1,AGO2,AGO3,AGO4,ARID1A,ARID1B,ARID2,ASH2L,AUTS2,AXIN1,BLK,BMI1,CBFB,CBX2,CBX4,CBX6,CBX8,CCND1,CCND2,CCND3,CCNH,CDK6,CDK7,CLDN5,CR1,CREBBP,CSF2 gene,CSNK2A1,CSNK2A2,CSNK2B,CTLA4,CTSK,CTSL,CTSV,DPY30,ELF1,ELF2,EP300,ESR1,FOXP3,GATA1,GATA2,GATA3,GP1BA,GPAM,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HDAC1,HIPK2,HIST1H3G,IFNG,IL2,IL2RA,IL3,ITCH,ITGA2B,KAT2B,KCTD6,KMT2A,KMT2B,KMT2C,KMT2D,LDB1,LGALS3,LIFR,LMO1,LMO2,MIR27A,MNAT1,MOV10,MYB,MYL9,NFATC2,NFE2,NR4A3,OCLN,PAX5,PBRM1,PCGF5,PF4,PHC1,PHC2,PHC3,PML,PRKCB,PRKCQ,PRMT1,PRMT6,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTPN11,RBBP5,RING1,RNF2,RPS27A,RSPO3,RUNX1,RUNX2,RYBP,SCMH1,SEM1,SERPINB13,SETD1A,SETD1B,SIN3A,SIN3B,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SOCS3,SOCS4,SPI1,SRC,TAL1,TCF12,TCF3,THBS1,TJP1,TNFRSF18,TNRC6A,TNRC6B,TNRC6C,TP73,UBA52,UBB,UBC,WDR5,YAF2,YAP1,ZFPM1
167060	NGF processing	FURIN,NGF,PCSK5,PCSK6
3238698	WNT ligand biogenesis and trafficking	PORCN,SNX3,TMED5,VPS26A,VPS29,VPS35,WLS,WNT1,WNT10A,WNT10B,WNT11,WNT16,WNT2,WNT2B,WNT3,WNT3A,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B
8949215	Mitochondrial calcium ion transport	AFG3L2,AKAP1,C2orf47,LETM1,MCU,MCUB,MICU1,MICU2,MICU3,PARL,PHB,PHB2,PMPCA,PMPCB,SLC8A3,SLC8B1,SMDT1,SPG7,STOML2,VDAC1,VDAC2,VDAC3,YME1L1
8873719	RAB geranylgeranylation	CHM,CHML,PTP4A2,RAB10,RAB11A,RAB11B,RAB12,RAB13,RAB14,RAB15,RAB17,RAB18,RAB19,RAB1A,RAB1B,RAB20,RAB21,RAB22A,RAB23,RAB24,RAB25,RAB26,RAB27A,RAB27B,RAB29,RAB2A,RAB2B,RAB30,RAB31,RAB32,RAB33A,RAB33B,RAB34,RAB35,RAB36,RAB37,RAB38,RAB39A,RAB39B,RAB3A,RAB3B,RAB3C,RAB3D,RAB40A,RAB40B,RAB40C,RAB41,RAB42,RAB43,RAB44,RAB4A,RAB4B,RAB5A,RAB5B,RAB5C,RAB6A,RAB6B,RAB7A,RAB7B,RAB8A,RAB8B,RAB9A,RAB9B,RABGGTA,RABGGTB
389661	Glyoxylate metabolism and glycine degradation	AGXT,AGXT2,ALDH4A1,AMT,DAO,DDO,DLD,DLST,GCSH,GLDC,GNMT,GOT2,GRHPR,HAO1,HOGA1,MRPS36,OGDH,PRODH2,PXMP2
75067	Processing of Capped Intronless Pre-mRNA	CLP1,CPSF1,CPSF2,CPSF3,CPSF4,CPSF6,CPSF7,CSTF1,CSTF2,CSTF2T,CSTF3,FIP1L1,LSM10,LSM11,NCBP1,NCBP2,NUDT21,PABPN1,PAPOLA,PCF11,SLBP,SNRPB,SNRPD3,SNRPE,SNRPF,SNRPG,SYMPK,WDR33,ZNF473
114604	GPVI-mediated activation cascade	CDC42,CLEC1B,FCER1G,FYN,G6B,GP6,LAT,LCK,LCP2,LYN,PDPK1,PDPN,PIK3CA,PIK3CB,PIK3CG,PIK3R1,PIK3R2,PIK3R3,PIK3R5,PIK3R6,PLCG2,PRKCZ,PTPN11,PTPN6,RAC1,RAC2,RHOA,RHOB,RHOG,SYK,VAV1,VAV2,VAV3
9013694	Signaling by NOTCH4	ACTA2,ADAM10,ADRM1,AKT1,APH1A,APH1B,CREBBP,CUL1,DLL4,EP300,FBXW7,FLT4,HES1,HES5,HEY1,HEY2,JAG1,KAT2A,KAT2B,MAML1,MAML2,MAML3,MAMLD1,NCSTN,NOTCH1,NOTCH2,NOTCH4,PSEN1,PSEN2,PSENEN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBPJ,RBX1,RPS27A,SEM1,SKP1,SMAD3,SNW1,TACC3,UBA52,UBB,UBC,YWHAZ
112308	Presynaptic depolarization and calcium channel opening	CACNA1A,CACNA1B,CACNA1E,CACNA2D1,CACNA2D2,CACNA2D3,CACNB1,CACNB2,CACNB3,CACNB4,CACNG2,CACNG4
112307	Transmission across Electrical Synapses 	GJA10,GJC1,GJD2,PANX1,PANX2
8849932	Synaptic adhesion-like molecules	DLG1,DLG3,DLG4,FLOT1,FLOT2,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,LRFN1,LRFN2,LRFN3,LRFN4,PTPRD,PTPRF,PTPRS,RTN3
174824	Plasma lipoprotein assembly, remodeling, and clearance	A2M,ABCA1,ABCG1,ALB,AMN,ANGPTL3,ANGPTL4,ANGPTL8,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,APOA1,APOA2,APOA4,APOA5,APOB,APOBR,APOC1,APOC2,APOC3,APOC4,APOE,APOF,BMP1,CES3,CETP,CIDEC,CLTA,CLTC,CREB3L3,CUBN,FGF21,FURIN,GPIHBP1,HDLBP,LCAT,LDLR,LDLRAP1,LIPA,LIPC,LIPG,LMF1,LMF2,LPA,LPL,LSR,MBTPS1,MBTPS2,MTTP,MYLIP,NCEH1,NPC1,NPC2,NR1H2,NR1H3,P4HB,PCSK5,PCSK6,PCSK9,PLTP,PRKACA,PRKACB,PRKACG,RPS27A,SAR1B,SCARB1,SOAT1,SOAT2,UBA52,UBB,UBC,VLDLR,ZDHHC8
9820841	M-decay: degradation of maternal mRNAs by maternally stored factors	AGO2,BTG4,CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,DICER1,EIF4A1,EIF4A2,EIF4A3,EIF4B,EIF4E,EIF4G1,PABPC1,PABPN1L,PAIP1,RQCD1,TNKS1BP1,ZFP36L2
9820962	Assembly and release of respiratory syncytial virus (RSV) virions	F,G,HSP90AA1,HSP90AB1,L,M,M2-1,N,P,SH
9820965	Respiratory syncytial virus (RSV) genome replication, transcription and translation	1B,1C,CSNK2A1,CSNK2A2,CSNK2B,F,FURIN,G,HSP90AA1,HSP90AB1,HSPA8,Kpnb1,L,M,M2-1,M2-2,N,P,PPP1CA,PPP1CB,PPP1CC,SEC11A,SEC11C,SH,SPCS1,SPCS2,SPCS3,XPO1
8951664	Neddylation	ADRM1,AMER1,ANKRD9,ASB1,ASB10,ASB11,ASB12,ASB13,ASB14,ASB15,ASB16,ASB17,ASB18,ASB2,ASB3,ASB4,ASB5,ASB6,ASB7,ASB8,ASB9,BIRC5,BRCA1,BTBD1,BTBD6,BTRC,CAND1,CCDC22,CCDC8,CCNF,CDKN1A,CISH,COMMD1,COMMD10,COMMD2,COMMD3,COMMD4,COMMD5,COMMD6,COMMD7,COMMD8,COMMD9,COPS2,COPS3,COPS4,COPS5,COPS6,COPS7A,COPS7B,COPS8,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,CUL9,DCAF10,DCAF11,DCAF13,DCAF16,DCAF17,DCAF4,DCAF5,DCAF6,DCAF7,DCAF8,DCUN1D1,DCUN1D2,DCUN1D3,DCUN1D4,DCUN1D5,DDA1,DDB1,DDB2,DPP3,DTL,ELOB,ELOC,EPAS1 (HIF2A),ERCC8,FBXL12,FBXL13,FBXL14,FBXL15,FBXL16,FBXL18,FBXL19,FBXL20,FBXL21P,FBXL22,FBXL3,FBXL4,FBXL5,FBXL7,FBXL8,FBXO10,FBXO11,FBXO15,FBXO17,FBXO2,FBXO21,FBXO22,FBXO27,FBXO30,FBXO31,FBXO32,FBXO4,FBXO40,FBXO41,FBXO44,FBXO6,FBXO7,FBXO9,FBXW10,FBXW11,FBXW12,FBXW2,FBXW4,FBXW5,FBXW7,FBXW8,FBXW9,FEM1A,FEM1B,FEM1C,GAN,GPS1,HIF1A,HIF3A,KBTBD13,KBTBD6,KBTBD7,KBTBD8,KCTD6,KCTD7,KEAP1,KLHL11,KLHL13,KLHL2,KLHL20,KLHL21,KLHL22,KLHL25,KLHL3,KLHL41,KLHL42,KLHL5,KLHL9,LMO7,LRR1,LRRC41,MUL1,NAE1,NEDD8,NEURL2,NFE2L2,NPLOC4,NUB1,OBSL1,PALB2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PUM2,RBBP5,RBBP7,RBX1,RFWD2,RNF7,RPS27A,SEM1,SENP8,SKP1,SKP2,SOCS2,SOCS3,SOCS5,SOCS6,SPSB1,SPSB2,SPSB3,SPSB4,SQSTM1,TULP4,UBA3,UBA52,UBB,UBC,UBD,UBE2D1,UBE2D2,UBE2D3,UBE2F,UBE2M,UCHL3,UFD1L,VCP,VHL,WDR5,WDTC1,WIPF1,WSB1,WSB2,X,ZBTB16
